time,body x,body dx,body y,body dy,body theta,body dtheta,axle x,axle dx,axle y,axle dy,axle theta,axle dtheta,axle x,axle dx,axle y,axle dy,axle theta,axle dtheta,powertrain theta,powertrain dtheta
0.016666666666667,-9.73573627382e-08,-1.222896259598e-05,0.56506057053984,-0.15999356240889,3.4103731188955e-05,0.0047397397265703,0,0,0.0011315905925722,0.10061763950653,0,0,0,0,-0.00029862546223117,-0.0021879852408206,0,0,0,0
0.038888888888889,-7.6746478145874e-07,-5.4181369628221e-05,0.55924908060284,-0.3599439077372,0.000296010901201,0.021533452598247,0,0,0.005465149424453,0.27984788681463,0,0,0,0,-0.00061442514069626,-0.0035520255087856,0,0,0,0
0.055555555555556,-3.5985836279854e-06,0.0040820664191436,0.55211499239247,-0.48954047742196,0.00081240193919193,0.040267256954506,0,0,0.01106029887384,0.37886841627306,-4.0503345797505e-05,-0.046875386811812,0,0,0.0010570855336544,0.4838640887905,0.00014256436186704,-0.08077581544313,-0.00020251672898752,-0.23437693405906
0.077777777777778,4.2648901424744e-06,0.0062875448735066,0.53994456064205,-0.59900802637007,0.0016382834921036,0.038904729801046,0,0,0.020983370372249,0.48723613892249,6.2830039442435,-0.067787675892692,0,0,0.013273354628258,0.60205014407558,-5.6374286362323e-05,-0.13537549712702,-0.00090681468037406,-0.33893837946346
0.1,2.1294706883722e-05,0.0084792508234071,0.52578865149584,-0.66831994671277,0.0023935722813254,0.035587544041603,0,0,0.033037902259308,0.56025364428846,6.2827536044469,-0.091216445453787,0,0,0.027338323946051,0.67096877571164,6.2826449949809,-0.18603500506358,-0.0021585136632632,-0.45608222726894
0.11666666666667,4.3412564887784e-05,0.010225861098532,0.51439376571208,-0.69545406198388,0.0028893747083111,0.031969444273959,0,0,0.043007475371355,0.59261340356019,6.2824476984319,-0.11037843501208,0,0,0.038645287104874,0.69681899651922,6.2820276048757,-0.22612998095666,-0.0036880437383779,-0.55189217506041
0.13888888888889,9.1041967196131e-05,0.01267201765224,0.49880615654242,-0.70176236215198,0.0034324484364919,0.026111010222114,0,0,0.056950389656036,0.6084579739008,6.2818145590235,-0.13781071977465,0,0,0.054076802094903,0.70060241598561,6.2807386308804,-0.28189389782851,-0.0068537407804772,-0.68905359887326
0.15555555555556,0.00014424671921274,0.014568805710526,0.487210763111,-0.6867106033025,0.0037413531287659,0.021252635995644,0,0,0.067528824702852,0.60202107191316,6.2811247503108,-0.15949429984696,0,0,0.065521057308557,0.6833948802762,6.2793377567624,-0.32486187154244,-0.010302784343915,-0.79747149923481
0.17222222222222,0.00021549710373669,0.016488706887687,0.47598980277896,-0.65715723036718,0.0039621088057984,0.01624377669413,0,0,0.077930272299478,0.5819470097233,6.2802143160493,-0.18177562522937,0,0,0.076560498360729,0.65173144112525,6.2774987615762,-0.36815964694435,-0.014854955651573,-0.90887812614687
0.19444444444444,0.00034251972284909,0.019028947680067,0.46199004503221,-0.59920262477661,0.0041204368547795,0.0096727100065911,0,0,0.091148548467921,0.53739277330889,6.2786097143472,-0.21176324448046,0,0,0.090273684376028,0.59137939468497,6.2742812153086,-0.42522998142583,-0.022877964162089,-1.0588162224023
0.21666666666667,0.00050975846363283,0.021473930308718,0.44946706326559,-0.52512810306252,0.0041322344945253,0.0035876269843873,0,0,0.10323516906178,0.47689669398452,6.276513886005,-0.24121510212181,0,0,0.10246737403434,0.51570017059019,6.27011316105,-0.4800251607122,-0.03335710587296,-1.2060755106091
0.23888888888889,0.00071942093448767,0.023750235949772,0.4387189468618,-0.44032525590389,0.0040143115180112,-0.0016997919637321,0,0,0.11386534834853,0.40516281962025,6.2738972669839,-0.26926504038964,0,0,0.11285672877362,0.43029042774534,6.2649505828909,-0.5310131841233,-0.046440200978491,-1.3463252019482
0.25555555555556,0.49838110980132,29.718628581474,0.43196246136831,-0.36941940266605,0.0030176320226426,-0.11537614258925,0,0,0.12187343568808,0.5251556719582,6.2924682664069,2.5447358382902,0,0,0.118788568067,0.25377205218691,6.2992272669936,4.5852308267995,0.046414796136473,12.723679191451
0.27777777777778,1.1545871386832,29.339005762902,0.42483015387812,-0.2721726415468,-0.00098406315730976,-0.2389868382286,0,0,0.13482478456378,0.62968434004861,0.11150609090986,6.7476890212884,0,0,0.12136729958612,-0.014103227854995,0.18759165174178,10.711041393854,0.55753045454929,33.738445106442
0.3,1.8023360273536,28.958504265871,0.41983846506488,-0.17814635489654,-0.0073463325553907,-0.32788516718503,0,0,0.14921650468344,0.67742549261818,0.31264176511084,11.431723221341,0,0,0.11851748984078,-0.23374679822507,0.48540215024907,15.936838393506,1.5632088255542,57.158616106704
0.32222222222222,2.4416254748934,28.578218656243,0.41687807411748,-0.089838191459551,-0.015291670360732,-0.3814751276585,0,0,0.16446557312445,0.67769804810382,0.62329217195449,16.593565009458,0,0,0.11136778721625,-0.39820279065653,0.88891119759999,20.222186735848,3.1164608597725,82.967825047291
0.33888888888889,2.9155506854947,28.29238382504,0.41589958582177,-0.027817542723942,-0.021850455839351,-0.40323544709885,0,0,0.17565759350263,0.67977968424083,0.93395257716299,20.728774938437,0,0,0.10447023738008,-0.44694184059472,1.249238651541,22.950627605082,4.669762885815,103.64387469219
0.35555555555556,3.384713206015,28.007735497874,0.4159267829468,0.029892623753827,-0.028633831406454,-0.40801610675576,0,0,0.1866277780813,0.63240770463619,1.3154985534885,25.085901034214,0,0,0.096382871603225,-0.51787171618688,1.6511874175651,25.203019316164,6.5774927674423,125.42950517107
