-10.970498176697,-0.067552877444607,-0.00027820614644622
-0.4993585910535,-0.049751940149013,-0.00024794455304371
-91.241575800814,-0.20401370940561,-0.00051018956077992
705.15871678603,1.149866787992,0.001791407284796
-6191.3029590459,-10.574118060922,-0.018139366958358
54316.850315606,92.289742505985,0.15672919600538
-469638.70346638,-798.43469892338,-1.3575023544245
4127506.4981599,7016.7121438412,11.928247278275
-35686883.991349,-60667.751688323,-103.1353412364
314128793.49042,534018.90003069,907.83196668591
-2753490367.7169,-4680933.6740217,-7957.587409203
27110350954.358,46087596.573505,78348.914011592
-524553785070.76,-891741434.66919,-1515960.439101
1.2109039028741e+14,205853663488.55,349951227.93038
-6.3563752620548e+18,-1.0805837945493e+16,-18369924507338
1.7514920055639e+28,2.9775364094586e+25,5.0618118960795e+22
-1.3298584604477e+47,-2.2607593827611e+44,-3.8432909506938e+41
7.6665494801135e+84,1.3033134116193e+82,2.2156327997528e+79
-2.54793877336e+160,-4.331495914712e+157,-7.3635430550104e+154
inf,inf,inf
